State,APMC,Commodity,Min Price,Modal Price,Max Price,Commodity Arrivals,Commodity Traded,Unit,Date
RAJASTHAN,JAIPUR F AND V MUHANA,COCONUT DEHUSKED IN QUINTAL,"3,000","3,000","5,000","6,181","8,159",Qui,23-09-2024
ANDHRA PRADESH,KURNOOL,ONION,419,"3,639","4,129","6,710","7,936",Qui,23-09-2024
HARYANA,PIPLI APMC,PADDY-BASMATI1509,"1,800","2,650","2,970","10,440","7,853",Qui,23-09-2024
HARYANA,PUNDRI,PADDY-BASMATI1509,"2,160","2,900","3,081","7,725","7,681",Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,BANANA,"1,500","1,500","2,500","2,797","6,668",Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,MOUSAMBI,"2,250","2,250","3,000","3,185","6,046",Qui,23-09-2024
BIHAR,MOHANIYA,PINE APPLE,80,80,80,"6,000","6,000",Nos,23-09-2024
HARYANA,TOHANA,PADDY-BASMATI1509,"2,500","3,120","3,131","11,615","5,705",Qui,23-09-2024
RAJASTHAN,KOTA,WHEAT,"2,550","2,715","2,786","7,143","5,679",Qui,23-09-2024
TAMIL NADU,VADAMADURAI,COCONUT,7,7,7,"5,600","5,600",Nos,23-09-2024
UTTAR PRADESH,BAHRAICH,WHEAT,"2,600","2,600","2,600","7,885","5,510",Qui,23-09-2024
RAJASTHAN,KOTA,SOYABEANS,"3,205","4,505","4,601","6,905","5,457",Qui,23-09-2024
RAJASTHAN,GAJSINGHPUR,MOONG WHOLE (GREEN GRAM),"5,500","7,251","7,777","1,519","5,236",Qui,23-09-2024
ODISHA,KENDRAPARA,COCONUT,12,12,12,"5,200","5,200",Nos,23-09-2024
ANDHRA PRADESH,ADONI,COTTON,"4,000","7,829","8,180","12,641","4,829",Qui,23-09-2024
HARYANA,ISMAILABAD,PADDY-BASMATI1509,"2,200","2,771","3,051","3,835","4,407",Qui,23-09-2024
HARYANA,THANESAR,PADDY-BASMATI1509,"2,200","2,800","3,018","11,766","4,028",Qui,23-09-2024
RAJASTHAN,HANUMANGARH TOWN,PADDY,"1,750","2,171","2,291","4,025","4,025",Qui,23-09-2024
RAJASTHAN,RAWLA,MOONG WHOLE (GREEN GRAM),"5,750","7,500","8,145","1,602","3,981",Qui,23-09-2024
ODISHA,UDALA,BAMBOO,32,32,64,"3,700","3,700",Nos,23-09-2024
TAMIL NADU,GINGEE,PADDY(75 KG),"1,586","2,452","4,119","3,325","3,491",Qui,23-09-2024
RAJASTHAN,BHAWANI MANDI,SOYABEANS,"4,000","4,300","4,623","3,738","3,393",Qui,23-09-2024
HARYANA,NISSING,PADDY-BASMATI1509,"2,400","2,700","2,725","15,460","3,347",Qui,23-09-2024
HARYANA,DHAND,PADDY-BASMATI1509,"2,290","2,750","2,860","3,970","3,258",Qui,23-09-2024
HARYANA,PEHOWA,PADDY-BASMATI1509,"2,400","2,871","2,910","4,790","3,140",Qui,23-09-2024
PUNJAB,NABHA,PADDY-BASMATI1509,"2,400","2,900","3,065","2,667","3,131",Qui,23-09-2024
UTTAR PRADESH,HAPUR,PADDY,"2,300","2,300","2,600","3,070","3,070",Qui,23-09-2024
TELANGANA,BADEPALLY,MAIZE,"1,470","1,733","2,586","3,909","3,008",Qui,23-09-2024
ANDHRA PRADESH,GUNTUR,CHILLI-TEJA,"5,000","18,000","18,700","5,443","2,996",Qui,23-09-2024
MADHYA PRADESH,HARDA,WHEAT,"2,275","2,702","3,000","5,349","2,988",Qui,23-09-2024
TELANGANA,JANGAON,PADDY IR64 NEW,"1,871","1,960","2,072","2,042","2,805",Qui,23-09-2024
MAHARASHTRA,KHAMGAON,SOYABEANS,"4,150","4,325","4,625",0,"2,730",Qui,23-09-2024
RAJASTHAN,KEKRI,MOONG WHOLE (GREEN GRAM),"5,800","7,001","8,181","2,690","2,694",Qui,23-09-2024
RAJASTHAN,BARAN,SOYABEANS,"3,950","4,258","4,446","2,652","2,644",Qui,23-09-2024
TAMIL NADU,AMMOOR,PADDY(75 KG),"1,467","2,528","3,031","2,544","2,585",Qui,23-09-2024
HARYANA,ADAMPUR,GUAR SEEDS,"3,715","5,150","5,289","3,440","2,538",Qui,23-09-2024
ANDHRA PRADESH,MADANAPALLE,TOMATO,"3,500","5,160","5,160","1,200","2,510",Qui,23-09-2024
RAJASTHAN,SIKAR,POTATO,300,"2,100","2,200",939,"2,492",Qui,23-09-2024
RAJASTHAN,SRIKARANPUR,MOONG WHOLE (GREEN GRAM),"5,750","6,900","7,500","1,498","2,490",Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,PUMPKIN,"1,000","1,000","1,500",351,"2,369",Qui,23-09-2024
MAHARASHTRA,VAIJAPUR,ONION,"1,500","3,245","4,820",629,"2,368",Qui,23-09-2024
HIMACHAL PRADESH,ROHRU,APPLE,"5,000","5,000","5,000","2,290","2,321",Qui,23-09-2024
RAJASTHAN,KOTA,GARLIC,"13,025","19,100","28,550","3,188","2,316",Qui,23-09-2024
RAJASTHAN,MERTA CITY,MUSTARD,"5,500","5,500","6,762","1,386","2,262",Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,GINGER,"3,800","3,800","16,000",760,"2,134",Qui,23-09-2024
TELANGANA,KESAMUDRAM,MAIZE,"1,900","2,461","2,555","3,012","2,114",Qui,23-09-2024
RAJASTHAN,RAMGANJ MANDI,SOYABEANS,"4,285","4,487","4,540","2,077","2,077",Qui,23-09-2024
ANDHRA PRADESH,GUNTUR,CHILLI-334,"6,300","11,000","18,300","4,235","2,074",Qui,23-09-2024
MADHYA PRADESH,VIDISHA,WHEAT,"2,480","2,630","3,640","2,024","2,024",Qui,23-09-2024
RAJASTHAN,NADBAI,MUSTARD,"6,000","6,680","6,724","2,022","2,022",Qui,23-09-2024
MADHYA PRADESH,KHARGONE,MAIZE,"1,400","1,411","1,578","2,016","2,005",Qui,23-09-2024
TAMIL NADU,MELUR,COCONUT,6,15,15,"2,000","1,956",Nos,23-09-2024
RAJASTHAN,ANOOPGARH,MOONG WHOLE (GREEN GRAM),"4,800","7,000","7,940","1,946","1,946",Qui,23-09-2024
RAJASTHAN,IKLERA,SOYABEANS,"4,219","4,575","4,657",939,"1,944",Qui,23-09-2024
TAMIL NADU,CHETPET,PADDY(75 KG),"1,416","2,392","3,320","1,872","1,907",Qui,23-09-2024
HARYANA,ADAMPUR,AMERICAN-COTTON,"4,825","7,150","7,526","2,072","1,889",Qui,23-09-2024
UTTAR PRADESH,AMROHA APMC,POTATO,"2,100","2,110","2,120","1,860","1,860",Qui,23-09-2024
ANDHRA PRADESH,GUNTUR,CHILLI-THAALU,"4,000","7,000","18,000","3,588","1,854",Qui,23-09-2024
RAJASTHAN,SRI GANGANAGAR GRAIN,MOONG WHOLE (GREEN GRAM),"4,051","7,051","7,870","3,225","1,845",Qui,23-09-2024
RAJASTHAN,PADAMPUR,GREEN GRAM,"6,650","6,901","7,401","1,501","1,814",Qui,23-09-2024
MADHYA PRADESH,BERASIA,SOYABEANS,"3,105","4,550","4,755",709,"1,800",Qui,23-09-2024
MADHYA PRADESH,CHHINDWARA,WHEAT,"2,668","2,725","2,802","1,791","1,791",Qui,23-09-2024
CHHATTISGARH,BHATAPARA,PADDY COMMON,"1,980","2,011","2,319","1,333","1,767",Qui,23-09-2024
TAMIL NADU,THIRUKOVILUR,BAJRA,"2,200","3,310","3,310","2,432","1,766",Qui,23-09-2024
ANDHRA PRADESH,RAVULAPALEM APMC,BANANA KARPURA,"2,500","2,800","2,800","1,756","1,756",Qui,23-09-2024
TAMIL NADU,ODDANCHATRAM,BEETROOT,150,150,150,"1,493","1,743",Qui,23-09-2024
MADHYA PRADESH,SANWER,SOYA-YELLOW,"3,451","4,001","4,661","1,665","1,738",Qui,23-09-2024
RAJASTHAN,KHERLI,MUSTARD,"6,230","6,345","6,825","1,729","1,729",Qui,23-09-2024
CHHATTISGARH,KURUD,PADDY-MTU 1010,"1,950","2,210","2,220","1,923","1,670",Qui,23-09-2024
TAMIL NADU,POLUR,PADDY RNR (TN),"1,346","3,052","3,108","1,635","1,664",Qui,23-09-2024
RAJASTHAN,MERTA CITY,MOONG WHOLE (GREEN GRAM),"5,248","7,154","8,748","2,525","1,609",Qui,23-09-2024
CHHATTISGARH,BILASPUR,PADDY-MAHAMAYA,"2,010","2,160","2,200","1,580","1,580",Qui,23-09-2024
HARYANA,GURGAON,POTATO,"1,355","1,955","2,000",341,"1,576",Qui,23-09-2024
TELANGANA,NIZAMABAD,MAIZE HYBRID,"1,669","2,350","2,531","1,957","1,498",Qui,23-09-2024
HARYANA,CHEEKA,PADDY-PR,"1,755","1,900","2,011","1,505","1,490",Qui,23-09-2024
MADHYA PRADESH,BERASIA,WHEAT,"2,503","2,604","2,771",619,"1,479",Qui,23-09-2024
RAJASTHAN,BARODAMEV,BAJRA,"1,750","2,319","2,394","3,756","1,477",Qui,23-09-2024
RAJASTHAN,SIKAR,APPLE,"3,000","3,000","8,500",465,"1,451",Qui,23-09-2024
TELANGANA,GADWAL,GROUND NUT,"1,720","3,668","6,260","1,445","1,426",Qui,23-09-2024
TAMIL NADU,THIRUKOVILUR,MAIZE-NEW,"2,188","2,405","2,559","1,594","1,409",Qui,23-09-2024
MAHARASHTRA,KARANJA,SOYABEANS,"4,000","4,460","4,625","1,510","1,404",Qui,23-09-2024
MADHYA PRADESH,GUNA,WHEAT,"2,660","2,825","3,730","1,465","1,391",Qui,23-09-2024
RAJASTHAN,MERTA CITY,CUMMIN,"17,400","25,790","27,840",901,"1,384",Qui,23-09-2024
ANDHRA PRADESH,YEMMIGANUR,GROUND NUT,"2,620","5,670","7,222",147,"1,361",Qui,23-09-2024
MAHARASHTRA,MANGRULPEER,SOYABEANS,"4,085","4,390","4,535","1,808","1,355",Qui,23-09-2024
RAJASTHAN,NIMBAHERA,WHEAT,"2,738","2,830","3,101","1,562","1,354",Qui,23-09-2024
MADHYA PRADESH,DEWAS,WHEAT,"2,583","2,800","2,985","1,565","1,353",Qui,23-09-2024
RAJASTHAN,MAHUWA RJ,BAJRA,"2,002","2,156","2,156","1,339","1,339",Qui,23-09-2024
MAHARASHTRA,DONDAICHA,MAIZE YELLOW,"1,701","1,741","2,151","1,335","1,335",Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,ONION,"2,500","2,500","3,500","3,872","1,334",Qui,23-09-2024
RAJASTHAN,M. KISHANGARH,MOONG WHOLE (GREEN GRAM),500,"6,500","7,651","2,049","1,330",Qui,23-09-2024
RAJASTHAN,BUNDI,WHEAT,"2,471","2,700","2,755","1,302","1,322",Qui,23-09-2024
MAHARASHTRA,TUMSAR,PADDY,"2,170","2,921","3,007","1,296","1,296",Qui,23-09-2024
RAJASTHAN,GAJSINGHPUR,MUSTARD,"4,650","6,032","6,411",365,"1,293",Qui,23-09-2024
UTTAR PRADESH,MAHMUDABAD,WHEAT,"2,530","2,670","2,680","1,292","1,292",Qui,23-09-2024
RAJASTHAN,RAWATSAR,MUSTARD,"6,161","6,693","7,051","1,225","1,283",Qui,23-09-2024
RAJASTHAN,SIKAR,ONION,"2,600","2,600","4,300",837,"1,248",Qui,23-09-2024
MADHYA PRADESH,INDORE,WHEAT,"1,608","2,730","3,039","1,515","1,235",Qui,23-09-2024
HARYANA,FARIDABAD,APPLE,"5,000","5,000","7,000",778,"1,215",Qui,23-09-2024
UTTAR PRADESH,KANNAUJ,MAIZE YELLOW,"2,400","2,400","2,415",440,"1,204",Qui,23-09-2024
MADHYA PRADESH,AGAR,SOYABEANS,"4,106","4,240","4,428","1,187","1,187",Qui,23-09-2024
RAJASTHAN,AJMER F AND V,POTATO,"2,600","2,612","2,616","1,105","1,155",Qui,23-09-2024
GUJARAT,VISNAGAR,CASTOR SEED,"6,095","6,200","6,355","1,146","1,146",Qui,23-09-2024
PUNJAB,SANGRUR,PADDY-BASMATI1509,"2,450","2,980","3,040","1,109","1,141",Qui,23-09-2024
CHHATTISGARH,BILASPUR,PADDY-MTU 1010,"2,180","2,200","2,200","1,136","1,136",Qui,23-09-2024
MAHARASHTRA,HINGOLI,TURMERIC FINGER,"11,478","13,100","13,698","1,133","1,133",Qui,23-09-2024
CHHATTISGARH,NAVAPARA,PADDY-MTU 1010,"1,750","2,146","2,170","1,209","1,118",Qui,23-09-2024
TELANGANA,TIRUMALGIRI,PADDY-IR.64,"1,969","2,089","2,176","1,121","1,115",Qui,23-09-2024
RAJASTHAN,ATRU,SOYABEANS,"4,200","4,550","4,590",679,"1,110",Qui,23-09-2024
HIMACHAL PRADESH,PARALA,APPLE,"5,000","5,000","5,000","1,100","1,100",Qui,23-09-2024
PUNJAB,RAJPURA,PADDY-BASMATI1509,"2,600","2,800","2,850","1,042","1,079",Qui,23-09-2024
MAHARASHTRA,HINGOLI,TURMERIC BULB,"10,000","11,415","12,855","1,058","1,058",Qui,23-09-2024
RAJASTHAN,HANUMANGARH,PADDY,"1,977","1,977","2,749","1,050","1,050",Qui,23-09-2024
RAJASTHAN,KESRISINGHPUR,MOONG WHOLE (GREEN GRAM),"5,501","6,853","7,500",990,"1,028",Qui,23-09-2024
MADHYA PRADESH,RAJNAGAR,WHEAT,"2,400","2,400","2,400","1,017","1,017",Qui,23-09-2024
RAJASTHAN,BAYANA,MUSTARD SEED,"5,977","6,624","6,985",887,"1,011",Qui,23-09-2024
MADHYA PRADESH,ASHOKNAGAR,SOYABEANS,"4,170","4,581","4,665","2,502","1,009",Qui,23-09-2024
MAHARASHTRA,MAJALGAON,SOYABEANS,"4,581","4,581","4,581","1,003","1,003",Qui,23-09-2024
ANDHRA PRADESH,ADONI,GROUND NUT,"2,387","6,542","7,188","1,318",974,Qui,23-09-2024
ODISHA,UDALA,PUMPKIN,800,800,800,974,974,Qui,23-09-2024
RAJASTHAN,SRI MADHOPUR,MUSTARD,"4,300","4,500","7,400",439,971,Qui,23-09-2024
RAJASTHAN,IKLERA,MUSTARD,"6,021","6,095","6,286",434,969,Qui,23-09-2024
RAJASTHAN,IKLERA,WHEAT,"2,512","2,635","2,714",291,965,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,APPLE,"6,000","6,026","6,044",693,962,Qui,23-09-2024
TAMIL NADU,KALLAKURICHI,MAIZE,"2,421","2,576","2,631",927,953,Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,GREEN CHILLI,"1,600","1,600","4,500",143,951,Qui,23-09-2024
RAJASTHAN,RAWLA,MUSTARD,"5,955","6,320","6,605",142,946,Qui,23-09-2024
HARYANA,GURGAON,ONION,"1,899","4,000","4,522",105,938,Qui,23-09-2024
UTTAR PRADESH,RATH,WHEAT,"2,400","2,400","2,400",930,930,Qui,23-09-2024
ANDHRA PRADESH,KURNOOL,GROUND NUT,"2,080","6,159","7,270",666,925,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,BANANA,"3,000","3,006","3,034",652,925,Qui,23-09-2024
UTTARAKHAND,HALDWANI,WHEAT,"2,100","2,100","2,200",914,914,Qui,23-09-2024
MADHYA PRADESH,HARDA,MOONG WHOLE (GREEN GRAM),"6,041","7,799","8,359",786,913,Qui,23-09-2024
RAJASTHAN,MALPURA,MOONG WHOLE (GREEN GRAM),"5,590","7,100","7,100","1,136",912,Qui,23-09-2024
HIMACHAL PRADESH,BHATTAKUFAR DHALLI,APPLE,"5,000","5,000","5,000",899,897,Qui,23-09-2024
ANDHRA PRADESH,KURNOOL,FOX TAIL MILLET,"2,129","2,419","2,841",812,888,Qui,23-09-2024
CHHATTISGARH,RAJIM,PADDY-MTU 1010,"1,800","2,160","2,164",956,887,Qui,23-09-2024
ODISHA,BARGARH,PUMPKIN,500,555,555,885,885,Qui,23-09-2024
RAJASTHAN,BARAN,WHEAT,"2,498","2,562","2,792",878,878,Qui,23-09-2024
TELANGANA,WARANGAL,MAIZE BILT,"2,350","2,660","2,660",953,876,Qui,23-09-2024
MAHARASHTRA,VANI,SOYABEANS,"1,525","4,485","4,635",892,875,Qui,23-09-2024
RAJASTHAN,SUMERPUR,MOONG WHOLE (GREEN GRAM),"5,001","6,000","8,300","1,002",869,Qui,23-09-2024
TELANGANA,KESAMUDRAM,PADDY RNR,"2,051","2,810","3,465","1,050",869,Qui,23-09-2024
TELANGANA,NARSAMPET,MAIZE,"2,151","2,418","2,566",945,869,Qui,23-09-2024
MADHYA PRADESH,VIDISHA,SOYA-YELLOW,"2,800","3,700","4,704",860,860,Qui,23-09-2024
RAJASTHAN,SIKAR,BANANA,"1,900","1,900","2,400",157,856,Qui,23-09-2024
ODISHA,JAGATSINGHPUR,COCONUT,2,2,2,850,850,Nos,23-09-2024
RAJASTHAN,RAISINGHNAGAR,MOONG WHOLE (GREEN GRAM),"5,300","6,751","7,701",847,847,Qui,23-09-2024
HARYANA,TARAORI,PADDY-BASMATI1509,"1,911","2,150","2,770","11,349",840,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,ONION,"4,000","4,012","4,013",778,840,Qui,23-09-2024
UTTARAKHAND,SITARGANJ,PADDY COMMON,"1,800","1,840","1,860",840,840,Qui,23-09-2024
CHHATTISGARH,RAJNANDGAON,PADDY-MAHAMAYA,"2,070","2,200","2,451","1,008",838,Qui,23-09-2024
ANDHRA PRADESH,GURRAMKONDA,TOMATO,"4,600","4,800","5,000",824,824,Qui,23-09-2024
RAJASTHAN,GOLUWALA,GREEN GRAM,"6,500","6,850","7,299",811,816,Qui,23-09-2024
ANDHRA PRADESH,GUNTUR,CHILLI-334 A/C,"7,000","8,000","14,200",784,814,Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,CAPSICUM,"7,000","7,000","7,150",484,810,Qui,23-09-2024
TAMIL NADU,ULUNDURPETTAI,MAIZE,"1,911","2,519","2,569",859,804,Qui,23-09-2024
TAMIL NADU,VELLORE,PADDY(75 KG),"1,608","3,134","3,134",958,803,Qui,23-09-2024
TAMIL NADU,ODDANCHATRAM,PUMPKIN,100,100,100,800,800,Qui,23-09-2024
CHHATTISGARH,SARAIPALI,PADDY-MTU1001,"1,900","1,900","1,950",786,786,Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,WATER MELON,"1,200","1,500","2,400",0,785,Qui,23-09-2024
RAJASTHAN,SIKAR,CUCUMBER,"1,100","1,800","2,000",278,780,Qui,23-09-2024
UTTAR PRADESH,BILSI,MAIZE,"2,400","2,400","2,450",770,770,Qui,23-09-2024
UTTAR PRADESH,SHAHJAHANPUR,PADDY,"1,750","1,828","2,500",768,768,Qui,23-09-2024
GUJARAT,VISNAGAR,MUSTARD,"4,500","6,300","6,375",766,766,Qui,23-09-2024
RAJASTHAN,NOKHA,ISBGOL (PSYLLIUM HUSK),"12,200","12,830","12,960",679,765,Qui,23-09-2024
RAJASTHAN,NAGAR,MUSTARD,"6,049","6,630","6,900",720,760,Qui,23-09-2024
MADHYA PRADESH,KHIRKIYA,WHEAT,"2,635","2,700","2,736","1,598",752,Qui,23-09-2024
RAJASTHAN,ATRU,MUSTARD,"5,550","6,290","6,776",542,751,Qui,23-09-2024
MADHYA PRADESH,ASHOKNAGAR,WHEAT,"2,600","3,240","4,251","1,755",743,Qui,23-09-2024
UTTAR PRADESH,JHANSI,GROUND NUT,"3,540","3,540","4,300",742,742,Qui,23-09-2024
ANDHRA PRADESH,GUNTUR,CHILLI-TALU A/C,"4,500","6,000","18,000","1,014",735,Qui,23-09-2024
RAJASTHAN,KHERLI,BAJRA,"2,200","2,261","2,410",734,734,Qui,23-09-2024
ANDHRA PRADESH,GUNTUR,CHILLI TEJA A/C,"6,500","17,700","18,500","1,071",733,Qui,23-09-2024
RAJASTHAN,CHABRA,MUSTARD,"5,701","5,701","6,450",754,733,Qui,23-09-2024
ANDHRA PRADESH,PATTIKONDA,TOMATO,"2,300","2,900","3,500",728,728,Qui,23-09-2024
RAJASTHAN,KAMAN,BAJRA-HYBRID,"1,629","1,906","1,992",722,722,Qui,23-09-2024
MAHARASHTRA,JUNNAR,ONION,850,"3,900","4,400",870,717,Qui,23-09-2024
UTTAR PRADESH,CHARRA,PADDY,"2,400","2,400","2,401",712,712,Qui,23-09-2024
UTTARAKHAND,NANAKMATTA,PADDY,"1,700","1,760","1,800",708,708,Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,PAPAYA,"2,200","3,000","3,000","1,278",704,Qui,23-09-2024
TELANGANA,SURYAPETA,PADDY-JAI SRIRAM,"1,953","2,829","3,389",806,700,Qui,23-09-2024
RAJASTHAN,CHOMEHLA,SOYABEANS,"3,745","4,190","4,560",698,698,Qui,23-09-2024
RAJASTHAN,RAISINGHNAGAR,MUSTARD,"5,989","6,386","6,606",742,695,Qui,23-09-2024
TAMIL NADU,ULUNDURPETTAI,BAJRA,"2,119","3,189","3,291",664,695,Qui,23-09-2024
UTTAR PRADESH,WAZIRGANJ APMC,MAIZE,"2,120","2,120","2,120",692,692,Qui,23-09-2024
RAJASTHAN,BARAN,CORIANDAR,"5,500","6,158","7,101",691,691,Qui,23-09-2024
HARYANA,SIRSA,GUAR SEEDS,"4,200","4,640","5,000",685,685,Qui,23-09-2024
MADHYA PRADESH,SIRONJ,WHEAT,"2,500","2,510","2,520",668,675,Qui,23-09-2024
ANDHRA PRADESH,KURNOOL,CASTOR SEED,"4,800","5,871","5,904",692,667,Qui,23-09-2024
CHHATTISGARH,BEMETARA,WHEAT,"2,200","2,200","2,300",657,657,Qui,23-09-2024
HARYANA,ROHTAK,POTATO,"1,000","2,000","2,000",370,655,Qui,23-09-2024
TAMIL NADU,AVALURPET,PADDY(75 KG),"1,320","2,252","2,966",632,655,Qui,23-09-2024
RAJASTHAN,MERTA CITY,SOUNF,"5,458","6,599","7,659",982,652,Qui,23-09-2024
ODISHA,KARANJIA,PUMPKIN,861,861,861,637,637,Qui,23-09-2024
RAJASTHAN,HINDOUN,MUSTARD,"5,560","6,250","6,520",635,635,Qui,23-09-2024
TELANGANA,SURYAPETA,PADDY-BPT,"1,773","3,026","3,246",721,633,Qui,23-09-2024
UTTAR PRADESH,SAFDARGANJ,WHEAT,"2,320","2,540","2,540",632,632,Qui,23-09-2024
RAJASTHAN,MAHUWA RJ,MUSTARD SEED,"6,452","6,452","6,623",630,630,Qui,23-09-2024
RAJASTHAN,NIMBAHERA,SOYABEANS,"3,541","4,300","4,531",616,616,Qui,23-09-2024
RAJASTHAN,SUMERPUR,WHEAT,"2,641","2,775","2,896",722,614,Qui,23-09-2024
HARYANA,BHATTU KALAN APMC,GROUND NUT NEW,"3,700","4,000","5,061",836,610,Qui,23-09-2024
TAMIL NADU,THIRUKOVILUR,PADDY ADT-37(TN),"1,818","2,262","2,507",605,607,Qui,23-09-2024
RAJASTHAN,BILARA,MOONG WHOLE (GREEN GRAM),"4,000","5,500","8,050",464,606,Qui,23-09-2024
MADHYA PRADESH,KRISHI UPAJ MANDI SAMITI-KHURAI,SOYABEANS,"4,425","4,600","4,600",652,602,Qui,23-09-2024
ODISHA,KORAPUT,GINGER,"7,500","8,500","8,500",602,602,Qui,23-09-2024
ANDHRA PRADESH,GUNTUR,CHILLI-341,"6,000","14,000","18,000","1,064",601,Qui,23-09-2024
ODISHA,TALCHER,JACK FRUIT,"2,000","2,000","2,000",600,600,Qui,23-09-2024
ODISHA,BHAWANIPATNA,PUMPKIN,"1,800","1,800","1,800",599,599,Qui,23-09-2024
KARNATAKA,APMC KALBURGI,TUR/ARHAR,"10,600","10,600","11,300",691,595,Qui,23-09-2024
MAHARASHTRA,NAGPUR,MOUSAMBI,"1,810","2,400","2,725",595,595,Qui,23-09-2024
MAHARASHTRA,KHAMGAON,TUR/ARHAR,"10,200","10,450","10,750",0,592,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,APPLE,"3,500","3,500","3,500",588,588,Qui,23-09-2024
RAJASTHAN,NAGOUR,SOUNF,"5,850","6,300","7,500",465,586,Qui,23-09-2024
UTTAR PRADESH,AGRA,POTATO,"2,001","2,004","2,013",585,585,Qui,23-09-2024
ODISHA,BARGARH,BRINJAL,"1,400","1,400","1,400",583,583,Qui,23-09-2024
MADHYA PRADESH,INDORE,CHANA BENGAL GRAM-DOLLAR,"12,005","13,200","14,550",652,582,Qui,23-09-2024
RAJASTHAN,CHABRA,SOYABEANS,"4,275","4,574","4,590",717,580,Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,POINTED GOURD (PARWAL),"2,200","2,200","2,400",358,572,Qui,23-09-2024
TELANGANA,NIZAMABAD,SOYA WHITE,"3,416","4,078","4,551",656,572,Qui,23-09-2024
RAJASTHAN,SADULSHAHAR,MOONG WHOLE (GREEN GRAM),"5,600","6,500","7,620",566,566,Qui,23-09-2024
TELANGANA,SIDDIPET,MAIZE,"2,341","2,440","2,481",784,561,Qui,23-09-2024
RAJASTHAN,KOTA F AND V,ONION RED,"1,775","2,300","4,400",558,558,Qui,23-09-2024
RAJASTHAN,SRI GANGANAGAR GRAIN,MUSTARD,"4,800","6,500","6,500",678,557,Qui,23-09-2024
RAJASTHAN,TONK,MUSTARD,"5,867","6,308","6,521",678,554,Qui,23-09-2024
ANDHRA PRADESH,GUNTUR,CHILLI BADIGA,"9,000","9,500","15,500","1,648",551,Qui,23-09-2024
GUJARAT,SIDDHPUR,CASTOR SEED,"6,145","6,300","6,335",551,551,Qui,23-09-2024
ANDHRA PRADESH,KURNOOL,BAJRA,"1,930","2,070","2,171",421,548,Qui,23-09-2024
MADHYA PRADESH,MHOW,SOYABEANS,"3,860","4,586","4,631","1,040",547,Qui,23-09-2024
RAJASTHAN,CHABRA,WHEAT,"2,551","2,796","2,812",545,547,Qui,23-09-2024
RAJASTHAN,PADAMPUR,MUSTARD,"6,015","6,161","6,528",0,545,Qui,23-09-2024
UTTAR PRADESH,KHAIR,PADDY-BASMATI1509,"2,830","2,865","2,950",545,545,Qui,23-09-2024
MAHARASHTRA,HINGANGHAT,SOYABEANS,"3,510","4,430","4,590","2,579",536,Qui,23-09-2024
UTTAR PRADESH,URAI,WHITE PEAS,"3,400","14,500","15,000",536,536,Qui,23-09-2024
UTTARAKHAND,MANGLOUR,JAGGERY,"4,000","4,000","4,000",532,532,Qui,23-09-2024
UTTAR PRADESH,WAZIRGANJ APMC,WHEAT-HYBRID,"2,428","2,530","2,530",407,530,Qui,23-09-2024
UTTAR PRADESH,ATARRA APMC,WHEAT,"2,450","2,450","2,477",527,527,Qui,23-09-2024
RAJASTHAN,SIKAR,BOTTLE GOURDE,300,400,800,177,524,Qui,23-09-2024
MADHYA PRADESH,ITARSI,WHEAT,"2,485","2,496","2,750","1,023",519,Qui,23-09-2024
RAJASTHAN,RAMGANJ MANDI,CORIANDER WHOLE,"6,325","6,581","7,601","1,077",513,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,TOMATO,"3,000","3,020","3,052",437,512,Qui,23-09-2024
RAJASTHAN,PRATAPGARH RJ,ONION,"1,660","4,112","4,420",512,512,Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,BEETROOT,"2,200","2,300","2,300",0,511,Qui,23-09-2024
TAMIL NADU,VIRUDHACHALAM,BAJRA,"2,209","3,459","3,489",535,511,Qui,23-09-2024
ANDHRA PRADESH,ELURU,LEMON,"5,600","7,000","9,600",518,510,Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,CUCUMBER,"1,400","2,000","2,800",141,509,Qui,23-09-2024
RAJASTHAN,ANOOPGARH,MUSTARD,"5,892","6,523","6,680",505,505,Qui,23-09-2024
HARYANA,BARARA,PADDY-BASMATI1509,"2,000","2,621","2,650",498,501,Qui,23-09-2024
ODISHA,TALCHER,BANANA,"1,600","1,600","1,600",500,500,Qui,23-09-2024
