State,APMC,Commodity,Min Price,Modal Price,Max Price,Commodity Arrivals,Commodity Traded,Unit,Date
GUJARAT,DHARI,BENGAL GRAM LOCAL,"7,050","7,050","7,050",5,5,Qui,23-09-2024
GUJARAT,DHROL,CUMMIN,"22,950","23,325","23,325",5,5,Qui,23-09-2024
HARYANA,BARARA,APPLE,"7,000","7,000","7,000",5,5,Qui,23-09-2024
HARYANA,BARWALA HISAR,SWEET CORN,"1,200","1,200","1,300",5,5,Qui,23-09-2024
HARYANA,BARWALA HISAR,BANANA,"3,500","3,500","3,500",5,5,Qui,23-09-2024
HARYANA,BARWALA HISAR,LADY FINGER,"2,000","2,500","2,500",5,5,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,BRINJAL,"1,000","1,200","1,200",5,5,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,GREEN CHILLI,"3,000","3,000","3,000",5,5,Qui,23-09-2024
HARYANA,CH DADRI,CAULIFLOWER,"5,000","5,000","5,000",4,5,Qui,23-09-2024
HARYANA,DABWALI,RIDGE GOURD (TURAI),"2,000","3,000","3,000",5,5,Qui,23-09-2024
HARYANA,DABWALI,BOTTLE GOURD,600,600,600,5,5,Qui,23-09-2024
HARYANA,ELLANABAD,BANANA,"2,800","2,800","3,200",0,5,Qui,23-09-2024
HARYANA,GOHANA,GREEN CHILLI,"4,000","5,000","5,000",5,5,Qui,23-09-2024
HARYANA,GOHANA,LADY FINGER,"2,200","2,400","2,500",8,5,Qui,23-09-2024
HARYANA,GOHANA,SPONGE GOURD,"1,300","3,000","3,000",4,5,Qui,23-09-2024
HARYANA,HANSI,PEAR,"4,000","4,000","4,000",0,5,Qui,23-09-2024
HARYANA,HANSI,POMEGRANATE,"8,000","10,000","10,000",0,5,Qui,23-09-2024
HARYANA,HANSI,GINGER,"5,000","5,000","6,000",1,5,Qui,23-09-2024
HARYANA,KALANWALI,APPLE -RICH RED MEDIUM,"5,000","5,000","5,000",5,5,Qui,23-09-2024
HARYANA,KALANWALI,CUCUMBER,"3,000","3,000","3,000",5,5,Qui,23-09-2024
HARYANA,KALANWALI,TOMATO,"2,000","2,000","2,000",5,5,Qui,23-09-2024
HARYANA,NARAINGARH APMC,PUMPKIN,"1,400","1,400","1,400",5,5,Qui,23-09-2024
HARYANA,NARAINGARH APMC,GINGER,"3,000","3,000","3,000",5,5,Qui,23-09-2024
HARYANA,NARAINGARH APMC,BRINJAL,"1,500","1,500","2,000",5,5,Qui,23-09-2024
HARYANA,NARAINGARH APMC,LADY FINGER,"1,500","1,500","2,000",5,5,Qui,23-09-2024
HARYANA,NARAINGARH APMC,CAULIFLOWER,"2,200","4,000","4,000",5,5,Qui,23-09-2024
HARYANA,PALWAL,MAIZE BILT,"1,500","1,500","1,500",5,5,Qui,23-09-2024
HARYANA,PUNDRI,PUMPKIN,"1,400","1,400","1,500",5,5,Qui,23-09-2024
HARYANA,SADHAURA APMC,POTATO,"1,800","2,000","2,000",3,5,Qui,23-09-2024
HARYANA,SADHAURA APMC,APPLE,"5,000","5,000","5,500",3,5,Qui,23-09-2024
HARYANA,SHAHZADPUR APMC,BOTTLE GOURD,"1,000","1,000","2,000",5,5,Qui,23-09-2024
HARYANA,SIRSA,LADY FINGER,"4,200","4,200","4,300",5,5,Qui,23-09-2024
HARYANA,SIRSA,PINE APPLE,"2,600","2,600","2,800",5,5,Qui,23-09-2024
HARYANA,SONEPAT,SWEET CORN,800,800,800,5,5,Qui,23-09-2024
HARYANA,SONEPAT,PEAR,"5,000","5,000","5,000",5,5,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA JASSOUR,BOTTLE GOURD,"2,600","2,600","2,600",5,5,Qui,23-09-2024
HIMACHAL PRADESH,KANGRA JASSOUR,BRINJAL,"2,600","2,600","2,600",5,5,Qui,23-09-2024
HIMACHAL PRADESH,PALAMPUR,CABBAGE,"3,000","3,000","3,000",5,5,Qui,23-09-2024
HIMACHAL PRADESH,UNA,BITTER GOURD,"3,000","3,000","3,000",5,5,Qui,23-09-2024
MAHARASHTRA,Malkapur,CHANA (BENGAL GRAM)-DESI,"6,600","6,700","6,895",4,5,Qui,23-09-2024
MAHARASHTRA,SHAHADA,MAIZE,"2,199","2,199","2,199",0,5,Qui,23-09-2024
NAGALAND,DIMAPUR APMC,BHINDI (LADIES FINGER),"3,800","3,800","3,800",5,5,Qui,23-09-2024
ODISHA,BAHADAJHOLA,COWPEA WHITE,"7,500","7,500","7,500",5,5,Qui,23-09-2024
ODISHA,BAHADAJHOLA,BRINJAL,"3,500","3,500","3,500",5,5,Qui,23-09-2024
ODISHA,JATNI,CAULIFLOWER,"2,500","2,500","2,500",5,5,Qui,23-09-2024
ODISHA,KHARIAR ROAD,BITTER GOURD,"2,500","2,500","2,500",5,5,Qui,23-09-2024
RAJASTHAN,AABU ROAD,SPINACH (PALAK),"1,300","1,500","1,500",5,5,Qui,23-09-2024
RAJASTHAN,AABU ROAD,BRINJAL,"2,500","2,500","2,500",5,5,Qui,23-09-2024
RAJASTHAN,BARMER,BAJRA,"2,480","2,480","2,480",5,5,Qui,23-09-2024
RAJASTHAN,BIKANER GRAIN,MOTH,"6,001","6,001","6,001",5,5,Qui,23-09-2024
RAJASTHAN,BIKANER GRAIN,MUSTARD,"5,752","5,752","5,752",5,5,Qui,23-09-2024
RAJASTHAN,CHOTTISADRI,MAIZE,"1,900","2,099","2,099",5,5,Qui,23-09-2024
RAJASTHAN,IKLERA,MAIZE,"2,152","2,152","2,152",0,5,Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,BEANS -CLUSTER,"6,000","6,000","6,000",24,5,Qui,23-09-2024
RAJASTHAN,JALORE,LADY FINGER,"1,800","1,800","1,800",5,5,Qui,23-09-2024
RAJASTHAN,JODHPUR GRAIN,CHANA (BENGAL GRAM),"6,666","6,666","6,666",5,5,Qui,23-09-2024
RAJASTHAN,JODHPUR GRAIN,GUAR SEEDS,"5,225","5,225","5,225",5,5,Qui,23-09-2024
RAJASTHAN,KESRISINGHPUR,GUAR SEEDS,"4,925","4,925","4,925",5,5,Qui,23-09-2024
RAJASTHAN,M. KISHANGARH,MUSTARD,"5,949","5,949","6,300",23,5,Qui,23-09-2024
RAJASTHAN,NAWALGARH,MUSTARD SEED,"6,250","6,250","6,250",5,5,Qui,23-09-2024
RAJASTHAN,PADAMPUR,GUAR SEEDS,"4,826","4,826","4,826",100,5,Qui,23-09-2024
RAJASTHAN,SIKAR,GHERKIN,"1,400","1,400","1,400",2,5,Qui,23-09-2024
RAJASTHAN,SRI GANGANAGAR GRAIN,COTTON,"7,701","7,701","7,701",0,5,Qui,23-09-2024
RAJASTHAN,SRI MADHOPUR,CHANA (BENGAL GRAM)-DESI,"4,500","4,500","4,500",5,5,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,BITTER GOURD,"3,700","3,700","3,700",5,5,Qui,23-09-2024
RAJASTHAN,SRIGANGANAGAR F AND V,GREEN CHILLI,"3,000","3,000","3,000",5,5,Qui,23-09-2024
TAMIL NADU,CHEYYAR,URAD (BLACK GRAM),"6,699","7,709","8,398",5,5,Qui,23-09-2024
TAMIL NADU,ERODE,BRINJAL,"1,600","1,600","1,600",5,5,Qui,23-09-2024
TAMIL NADU,HARUR,COTTON,"4,290","8,156","8,156",5,5,Qui,23-09-2024
TAMIL NADU,KALLAKURICHI,GINGELLY_80 KG(TN),"4,624","10,063","10,063",8,5,Qui,23-09-2024
TAMIL NADU,PALACODE,LADY FINGER,"1,000","1,000","1,000",5,5,Qui,23-09-2024
TAMIL NADU,THIRUMANGALAM,RICE,"3,400","7,000","8,000",5,5,Qui,23-09-2024
TAMIL NADU,THIRUMANGALAM,COWPEA RED,"6,500","6,500","6,500",6,5,Qui,23-09-2024
TAMIL NADU,UTHIRAMERUR,PADDY CO 51(TN),"1,800","1,800","1,883",3,5,Qui,23-09-2024
TAMIL NADU,VANDAVASI,URAD (BLACK GRAM),"3,600","8,269","8,269",7,5,Qui,23-09-2024
TAMIL NADU,VELLORE,BAJRA,"2,735","2,735","2,928",4,5,Qui,23-09-2024
TAMIL NADU,VIKIRAVANDI,RAGI,"2,878","2,971","3,590",10,5,Qui,23-09-2024
TELANGANA,BHAINSA,JOWAR,"2,424","2,424","2,424",4,5,Qui,23-09-2024
TELANGANA,KHAMMAM,GREEN GRAM,"6,300","6,300","6,300",269,5,Qui,23-09-2024
TELANGANA,TIRUMALGIRI,PADDY RNR,"2,361","2,361","2,361",7,5,Qui,23-09-2024
TELANGANA,ZAHEERABAD,GREEN GRAM,"7,180","7,180","7,180",202,5,Qui,23-09-2024
UTTAR PRADESH,BAREILLY,BOTTLE GOURD,"1,400","1,400","1,400",5,5,Qui,23-09-2024
UTTAR PRADESH,GOLAGOKARNATH,LADY FINGER,"1,000","1,000","1,000",5,5,Qui,23-09-2024
UTTAR PRADESH,GOLAGOKARNATH,PUMPKIN,"1,000","1,000","1,000",5,5,Qui,23-09-2024
UTTAR PRADESH,GOLAGOKARNATH,CUCUMBER,"1,500","1,500","1,500",5,5,Qui,23-09-2024
UTTAR PRADESH,JAUNPUR APMC,BOTTLE GOURD,"1,518","1,518","1,518",5,5,Qui,23-09-2024
UTTAR PRADESH,PALIA KALAN,CHILLI BANGARAM,"4,000","4,000","4,000",5,5,Qui,23-09-2024
UTTARAKHAND,KASHIPUR,LEMON,"8,600","8,600","8,600",5,5,Qui,23-09-2024
UTTARAKHAND,KHATIMA,POINTED GOURD (PARWAL),"1,300","1,300","1,300",5,5,Qui,23-09-2024
UTTARAKHAND,KICHHA,BOTTLE GOURD,"1,000","1,000","1,000",5,5,Qui,23-09-2024
UTTARAKHAND,KICHHA,RADDISH,"1,000","1,000","1,000",5,5,Qui,23-09-2024
UTTARAKHAND,SITARGANJ,BHINDI (LADIES FINGER),"1,200","1,200","1,200",5,5,Qui,23-09-2024
WEST BENGAL,BISHNUPUR,LADY FINGER,"2,200","2,200","2,200",5,5,Qui,23-09-2024
WEST BENGAL,KALNA SUB MARKET YARD,BITTER GOURD,"6,500","6,500","6,500",5,5,Qui,23-09-2024
WEST BENGAL,KALNA SUB MARKET YARD,GREEN CHILLI,"6,000","6,000","6,000",5,5,Qui,23-09-2024
WEST BENGAL,KALNA SUB MARKET YARD,RIDGE GOURD (TURAI),"4,100","4,100","4,100",5,5,Qui,23-09-2024
ANDHRA PRADESH,KADAPA,GROUND NUT,"5,669","5,669","5,669",4,4,Qui,23-09-2024
GUJARAT,DEVGADHBARIA APMC,PADDY,"1,560","1,575","1,575",4,4,Qui,23-09-2024
GUJARAT,LIMKHEDA APMC,WHEAT,"2,445","2,445","2,445",4,4,Qui,23-09-2024
HARYANA,BARWALA HISAR,PUMPKIN,"1,200","1,200","1,200",4,4,Qui,23-09-2024
HARYANA,BARWALA HISAR,SPONGE GOURD,"2,500","3,000","3,000",4,4,Qui,23-09-2024
HARYANA,BARWALA HISAR,BITTER GOURD,"2,200","2,400","2,400",4,4,Qui,23-09-2024
HARYANA,BARWALA HISAR,SPINACH (PALAK),"1,500","1,500","1,600",4,4,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,LADY FINGER,"2,500","2,500","2,500",4,4,Qui,23-09-2024
HARYANA,CH DADRI,SWEET LEMON (MOSAMBI),"2,800","2,800","2,800",10,4,Qui,23-09-2024
HARYANA,CH DADRI,BOTTLE GOURD,"1,500","1,500","1,500",4,4,Qui,23-09-2024
HARYANA,CH DADRI,IVY GOURD (KUNDRU),"2,000","2,000","2,500",0,4,Qui,23-09-2024
HARYANA,CH DADRI,BITTER GOURD,"2,800","2,800","2,800",5,4,Qui,23-09-2024
HARYANA,ELLANABAD,SPINACH (PALAK),800,"2,500","2,500",2,4,Qui,23-09-2024
HARYANA,GOHANA,CAULIFLOWER,"3,500","3,500","5,000",2,4,Qui,23-09-2024
HARYANA,KALANWALI,LADY FINGER,"2,000","2,500","2,500",4,4,Qui,23-09-2024
HARYANA,KALANWALI,ONION,"4,000","4,000","4,000",4,4,Qui,23-09-2024
HARYANA,KHARKHODA,SPINACH (PALAK),"1,000","1,000","1,000",4,4,Qui,23-09-2024
HARYANA,KHARKHODA,APPLE,"5,500","6,000","6,000",4,4,Qui,23-09-2024
HARYANA,KHARKHODA,ARBI (COLACASIA),"1,800","1,800","1,800",2,4,Qui,23-09-2024
HARYANA,KHARKHODA,MAIZE,"1,500","1,500","1,500",5,4,Qui,23-09-2024
HARYANA,KHARKHODA,CAULIFLOWER,"3,200","4,000","4,000",5,4,Qui,23-09-2024
HARYANA,MEHAM APMC,APPLE,"2,000","7,000","7,000",2,4,Qui,23-09-2024
HARYANA,PALWAL,POMEGRANATE,"5,000","5,000","5,000",4,4,Qui,23-09-2024
HARYANA,PEHOWA,ARBI (COLACASIA),"2,000","2,000","2,000",4,4,Qui,23-09-2024
HARYANA,PUNDRI,RIDGE GOURD (TURAI),"2,500","2,500","2,500",4,4,Qui,23-09-2024
HARYANA,SONEPAT,ORANGE,"6,500","6,500","6,500",4,4,Qui,23-09-2024
HIMACHAL PRADESH,BAIJNATH,POTATO,"3,000","3,000","3,000",4,4,Qui,23-09-2024
HIMACHAL PRADESH,PALAMPUR,SPONGE GOURD,"2,500","2,500","2,500",4,4,Qui,23-09-2024
HIMACHAL PRADESH,PALAMPUR,APPLE-ROYAL DEL MEDIUM,"10,000","10,000","10,000",4,4,Qui,23-09-2024
HIMACHAL PRADESH,UNA,CUCUMBER,"2,500","2,500","2,500",4,4,Qui,23-09-2024
MAHARASHTRA,BARAMATI,SILK COCOON(BH) _DOUBLE HYBR,"33,400","45,200","46,300",5,4,Qui,23-09-2024
MAHARASHTRA,MANORA,WHEAT,"2,551","2,551","2,551",4,4,Qui,23-09-2024
MAHARASHTRA,SANGAMNER,BAJRA,"2,500","2,500","2,500",4,4,Qui,23-09-2024
MAHARASHTRA,SHAHADA,CHANA (BENGAL GRAM),"7,588","7,588","7,588",0,4,Qui,23-09-2024
ODISHA,BAHADAJHOLA,FRENCH BEAN,"8,000","8,000","8,000",4,4,Qui,23-09-2024
ODISHA,BALUGAON,CRAB_SEA CRAB,"11,400","11,400","11,400",4,4,Qui,23-09-2024
ODISHA,BALUGAON,CRAB_MUD CRAB,"26,200","26,200","26,200",4,4,Qui,23-09-2024
ODISHA,BALUGAON,GREEN CHILLI,"4,100","4,100","4,100",4,4,Qui,23-09-2024
ODISHA,HINDOL,PUMPKIN,"1,600","1,600","1,600",4,4,Qui,23-09-2024
ODISHA,RAIRANGPUR,MAIZE-COMMON,"1,600","1,600","1,600",4,4,Qui,23-09-2024
PUNJAB,GIDDERBAHA,MOONG WHOLE (GREEN GRAM),"7,035","7,035","7,035",4,4,Qui,23-09-2024
RAJASTHAN,BHADRA,MUSTARD SEED,"6,144","6,271","6,271",4,4,Qui,23-09-2024
RAJASTHAN,BHINMAL,LEMON,"3,000","3,000","3,000",4,4,Qui,23-09-2024
RAJASTHAN,BHINMAL,MUSTARD,"5,800","5,800","5,800",5,4,Qui,23-09-2024
RAJASTHAN,BUNDI,CHANA (BENGAL GRAM),"6,501","6,501","7,360",27,4,Qui,23-09-2024
RAJASTHAN,CHITTORGARH,TOMATO,"2,500","2,500","3,000",4,4,Qui,23-09-2024
RAJASTHAN,CHOMU F AND V,GINGER,"12,050","12,050","12,050",3,4,Qui,23-09-2024
RAJASTHAN,DEOLI,MAIZE,"2,101","2,101","2,101",4,4,Qui,23-09-2024
RAJASTHAN,GAJSINGHPUR,MUSTARD SEED,"6,143","6,143","6,143",0,4,Qui,23-09-2024
RAJASTHAN,GAJSINGHPUR,BARLEY (JAU),"2,101","2,101","2,101",20,4,Qui,23-09-2024
RAJASTHAN,JAIPUR F AND V MUHANA,RADDISH,"1,200","1,200","1,200",0,4,Qui,23-09-2024
RAJASTHAN,JODHPUR GRAIN,MOONG WHOLE (GREEN GRAM),"6,925","6,925","7,000",17,4,Qui,23-09-2024
RAJASTHAN,KEKRI,FENNEL SEED,"5,777","5,777","5,777",4,4,Qui,23-09-2024
RAJASTHAN,M. KISHANGARH,BARLEY (JAU),"2,400","2,420","2,420",14,4,Qui,23-09-2024
RAJASTHAN,MALPURA,BAJRA,"2,326","2,326","2,326",0,4,Qui,23-09-2024
RAJASTHAN,MALPURA,BARLEY (JAU),"2,370","2,370","2,370",4,4,Qui,23-09-2024
RAJASTHAN,RATANGARH,LOBIA PODS,"2,770","2,770","5,625",4,4,Qui,23-09-2024
RAJASTHAN,SRI GANGANAGAR GRAIN,CHANA (BENGAL GRAM),"7,200","7,200","7,200",4,4,Qui,23-09-2024
RAJASTHAN,UDAIPUR F AND V,BEANS -CLUSTER,"5,000","5,000","5,000",17,4,Qui,23-09-2024
TAMIL NADU,GINGEE,RAGI,"3,529","3,586","3,586",3,4,Qui,23-09-2024
TAMIL NADU,KILPENNATHUR,RAGI,"3,289","3,289","3,289",4,4,Qui,23-09-2024
TAMIL NADU,POLLACHI,COPRA GRADE-2,"2,500","2,500","2,500",4,4,Qui,23-09-2024
TAMIL NADU,THIRUMANGALAM,GREEN GRAM,"6,900","6,900","8,000",4,4,Qui,23-09-2024
TAMIL NADU,VELLORE,MAIZE,"2,855","2,855","2,855",1,4,Qui,23-09-2024
TAMIL NADU,VIRUDHACHALAM,COPRA_80 KG(TN),"10,337","10,712","10,724",6,4,Qui,23-09-2024
TELANGANA,CHOPPADANDI,PADDY-IR.64,"2,138","2,145","2,145",4,4,Qui,23-09-2024
TELANGANA,CHOPPADANDI,PADDY-JAI SRIRAM,"2,256","2,256","2,256",4,4,Qui,23-09-2024
UTTAR PRADESH,BADAUN,CUCUMBER,"4,000","4,000","4,000",0,4,Qui,23-09-2024
UTTAR PRADESH,BADAUN,BOTTLE GOURD,400,400,400,0,4,Qui,23-09-2024
UTTAR PRADESH,CHANDAULI,CHILLI-273,"4,000","4,000","4,000",4,4,Qui,23-09-2024
UTTAR PRADESH,HARDOI,LADY FINGER,"2,000","2,000","2,000",4,4,Qui,23-09-2024
UTTAR PRADESH,HATHRAS,LADY FINGER,"1,010","1,010","1,010",4,4,Qui,23-09-2024
UTTAR PRADESH,HATHRAS,BRINJAL,750,"1,015","1,015",4,4,Qui,23-09-2024
UTTAR PRADESH,JAUNPUR APMC,SPONGE GOURD,"1,619","1,619","1,619",4,4,Qui,23-09-2024
UTTAR PRADESH,KHURJA,CHILLIES,"1,450","1,550","1,550",4,4,Qui,23-09-2024
UTTAR PRADESH,MIRZAPUR,GREEN CHILLI,750,840,840,4,4,Qui,23-09-2024
UTTAR PRADESH,PILIBHIT,GREEN CHILLI,"2,300","2,310","2,310",4,4,Qui,23-09-2024
UTTAR PRADESH,PURANPUR,TOMATO,"2,590","2,590","2,590",4,4,Qui,23-09-2024
UTTAR PRADESH,SADABAD APMC,BRINJAL,"2,002","2,004","2,004",4,4,Qui,23-09-2024
UTTAR PRADESH,SADABAD APMC,RADDISH,"1,204","1,205","1,205",4,4,Qui,23-09-2024
UTTARAKHAND,BHAGWANPUR,BOTTLE GOURD,600,600,600,4,4,Qui,23-09-2024
UTTARAKHAND,JASPUR,PUMPKIN,"2,000","2,000","2,000",4,4,Qui,23-09-2024
UTTARAKHAND,JASPUR,RIDGE GOURD (TURAI),"1,700","2,200","2,200",4,4,Qui,23-09-2024
UTTARAKHAND,JASPUR,BOTTLE GOURD,"2,000","2,000","2,000",4,4,Qui,23-09-2024
UTTARAKHAND,JASPUR,RADDISH,"2,000","2,200","2,200",4,4,Qui,23-09-2024
UTTARAKHAND,JASPUR,TOMATO,"2,200","2,400","2,400",4,4,Qui,23-09-2024
UTTARAKHAND,KASHIPUR,PUMPKIN,"1,200","1,300","1,300",4,4,Qui,23-09-2024
UTTARAKHAND,KHATIMA,GINGER,"3,600","3,600","3,600",4,4,Qui,23-09-2024
UTTARAKHAND,MANGLOUR,CUCUMBER,"1,400","1,400","1,400",4,4,Qui,23-09-2024
UTTARAKHAND,RISHIKESH,CAULIFLOWER,"3,100","3,100","3,100",4,4,Qui,23-09-2024
UTTARAKHAND,ROORKEE,CAPSICUM,"1,500","1,500","1,500",4,4,Qui,23-09-2024
UTTARAKHAND,SITARGANJ,TOMATO,"1,500","1,500","1,500",4,4,Qui,23-09-2024
WEST BENGAL,BISHNUPUR,CUCUMBER,"2,600","2,600","2,600",4,4,Qui,23-09-2024
WEST BENGAL,BISHNUPUR,POINTED GOURD (PARWAL),"1,900","1,900","1,900",4,4,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,GINGER,"6,000","6,000","6,000",2,3,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,CAULIFLOWER,"4,000","4,000","4,000",2,3,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,CUCUMBER,"2,000","2,000","2,000",3,3,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,CABBAGE,"2,000","2,000","2,000",3,3,Qui,23-09-2024
HARYANA,BARWALA PANCHKULA APMC,SPONGE GOURD,"2,500","2,500","2,500",2,3,Qui,23-09-2024
HARYANA,CH DADRI,CUCUMBER,"2,000","2,000","2,000",5,3,Qui,23-09-2024
HARYANA,CH DADRI,POTATO,"2,500","2,500","2,500",13,3,Qui,23-09-2024
HARYANA,CH DADRI,BRINJAL,"2,500","2,500","2,500",8,3,Qui,23-09-2024
HARYANA,DABWALI,POMEGRANATE,"15,000","15,000","15,000",3,3,Qui,23-09-2024
HARYANA,ELLANABAD,CAPSICUM,"6,000","8,000","9,000",2,3,Qui,23-09-2024
HARYANA,ELLANABAD,SWEET LEMON (MOSAMBI),"3,000","7,000","7,000",1,3,Qui,23-09-2024
HARYANA,ELLANABAD,RADDISH,"1,800","2,500","3,000",3,3,Qui,23-09-2024
HARYANA,ELLANABAD,PEAR,"3,500","3,500","13,000",0,3,Qui,23-09-2024
HARYANA,FARIDABAD,RADDISH,"2,000","2,000","2,000",0,3,Qui,23-09-2024
HARYANA,FARRUKHNAGAR,CUCUMBER,"1,500","1,500","1,500",3,3,Qui,23-09-2024
HARYANA,FARRUKHNAGAR,RIDGE GOURD (TURAI),"2,500","2,500","3,000",3,3,Qui,23-09-2024
HARYANA,GOHANA,RADDISH,"2,200","2,200","2,200",2,3,Qui,23-09-2024
HARYANA,GOHANA,CHIKOOS,"4,500","4,500","4,500",1,3,Qui,23-09-2024
HARYANA,GOHANA,PEACH,"6,000","6,000","6,000",0,3,Qui,23-09-2024
HARYANA,HANSI,CHIKOOS,"3,000","3,000","3,000",0,3,Qui,23-09-2024
HARYANA,HANSI,FRENCH BEAN,"4,000","4,000","6,000",3,3,Qui,23-09-2024
HARYANA,KALANWALI,BANANA,"3,000","3,000","3,000",3,3,Qui,23-09-2024
HARYANA,KHARKHODA,BITTER GOURD,"1,800","1,800","2,000",0,3,Qui,23-09-2024
HARYANA,KHARKHODA,GREEN CHILLI,"3,000","4,000","4,000",3,3,Qui,23-09-2024
HARYANA,KHARKHODA,MUSK MELON,"1,300","1,300","2,000",0,3,Qui,23-09-2024
HARYANA,KHARKHODA,POMEGRANATE,"6,000","6,000","6,000",1,3,Qui,23-09-2024
HARYANA,MEHAM APMC,SPINACH (PALAK),"1,200","1,200","1,200",3,3,Qui,23-09-2024
HARYANA,NARAINGARH APMC,RIDGE GOURD (TURAI),"2,000","2,000","2,000",3,3,Qui,23-09-2024
HARYANA,NARAINGARH APMC,BITTER GOURD,"3,000","3,000","3,000",3,3,Qui,23-09-2024
HARYANA,NARAINGARH APMC,CAPSICUM,"2,200","2,200","2,200",3,3,Qui,23-09-2024
HARYANA,NARAINGARH APMC,COLOCASIA VEGETABLE,"3,000","3,000","3,000",3,3,Qui,23-09-2024
HARYANA,NARAINGARH APMC,SPINACH (PALAK),"2,000","2,000","2,000",3,3,Qui,23-09-2024
HARYANA,NARAINGARH APMC,GUAVA,"6,000","6,000","7,000",3,3,Qui,23-09-2024
HARYANA,PALWAL,GINGER,"3,000","3,000","3,000",3,3,Qui,23-09-2024
HARYANA,PUNDRI,LADY FINGER,"2,400","2,400","2,400",3,3,Qui,23-09-2024
HARYANA,PUNDRI,SPINACH (PALAK),"2,600","2,600","2,900",3,3,Qui,23-09-2024
HARYANA,ROHTAK,PEAR,"3,000","3,000","5,000",0,3,Qui,23-09-2024
HARYANA,SADHAURA APMC,CUCUMBER,"2,000","2,000","2,000",3,3,Qui,23-09-2024
HARYANA,SHAHZADPUR APMC,CABBAGE,"1,500","2,000","2,000",2,3,Qui,23-09-2024
HARYANA,SIRSA,ARBI (COLACASIA),"4,200","4,200","4,200",3,3,Qui,23-09-2024
HARYANA,SOHNA,CHILLI-DESI,"3,000","4,000","4,000",3,3,Qui,23-09-2024
HARYANA,SOHNA,CAULIFLOWER,"4,000","4,000","4,000",3,3,Qui,23-09-2024
HARYANA,SOHNA,RADDISH,"2,500","3,200","3,200",3,3,Qui,23-09-2024
HIMACHAL PRADESH,UNA,POMEGRANATE,"13,000","13,000","13,000",3,3,Qui,23-09-2024
HIMACHAL PRADESH,UNA,BOTTLE GOURD,"2,000","2,000","2,000",3,3,Qui,23-09-2024
HIMACHAL PRADESH,UNA,CAPSICUM,"6,000","6,000","6,000",3,3,Qui,23-09-2024
HIMACHAL PRADESH,UNA,ARBI (COLACASIA),"4,000","4,000","4,000",3,3,Qui,23-09-2024
MADHYA PRADESH,BANKHEDI,WHEAT,"2,633","2,633","2,633",5,3,Qui,23-09-2024
MADHYA PRADESH,VIDISHA,MUSTARD,"5,800","6,286","6,286",3,3,Qui,23-09-2024
MAHARASHTRA,DIGRAS,TUR/ARHAR,"8,885","8,885","8,885",6,3,Qui,23-09-2024
MAHARASHTRA,DIGRAS,SOYABEANS,"4,400","4,400","4,400",6,3,Qui,23-09-2024
MAHARASHTRA,MANORA,JOWAR,"2,151","2,151","2,151",3,3,Qui,23-09-2024
MAHARASHTRA,SANGAMNER,GREEN GRAM,"5,100","5,500","5,500",2,3,Qui,23-09-2024
NAGALAND,MOKOKCHUNG APMC,BHINDI (LADIES FINGER),"4,000","4,000","4,000",3,3,Qui,23-09-2024
ODISHA,CHAMPUA,LOBIA,"1,500","1,500","1,500",3,3,Qui,23-09-2024
ODISHA,HINDOL,RAW BANANA,"2,300","2,300","2,300",3,3,Qui,23-09-2024
ODISHA,HINDOL,PAPAYA,"1,200","1,200","1,200",3,3,Qui,23-09-2024
ODISHA,JAGATSINGHPUR,POINTED GOURD (PARWAL),"4,500","4,500","4,500",3,3,Qui,23-09-2024
ODISHA,JAGATSINGHPUR,RIDGE GOURD (TURAI),"3,000","3,000","3,000",3,3,Qui,23-09-2024
ODISHA,JAGATSINGHPUR,SNAKE GOURD,"3,000","3,000","3,000",3,3,Qui,23-09-2024
ODISHA,JATNI,PUMPKIN,"1,350","1,350","1,350",3,3,Qui,23-09-2024
ODISHA,KHARIAR ROAD,GREEN CHILLI,"6,000","6,000","6,000",3,3,Qui,23-09-2024
ODISHA,RAIRANGPUR,BRINJAL,"2,500","2,500","2,500",3,3,Qui,23-09-2024
PUDUCHERRY,THATTANCHAVADY,MILLET,"3,199","3,199","3,199",3,3,Qui,23-09-2024
RAJASTHAN,AABU ROAD,CABBAGE,"1,500","1,500","1,500",3,3,Qui,23-09-2024
RAJASTHAN,AABU ROAD,PUMPKIN,500,500,500,3,3,Qui,23-09-2024
RAJASTHAN,AJMER F AND V,BEETROOT,"1,503","1,503","1,503",3,3,Qui,23-09-2024
RAJASTHAN,ANTA,URAD (BLACK GRAM),"5,925","5,925","5,925",3,3,Qui,23-09-2024
RAJASTHAN,BUNDI,MASOOR,"5,500","5,500","5,800",1,3,Qui,23-09-2024
RAJASTHAN,CHIRAWA,MUSTARD,"6,250","6,250","6,250",3,3,Qui,23-09-2024
